Car_ID,Brand,Model,Segment,Year,Price_INR_Lakhs,Engine_CC,Fuel_Type,Transmission,Power_BHP,Torque_Nm,Mileage_kmpl,Top_Speed_kmph,No_of_Airbags,ABS,EBD,ESP,Hill_Assist,ISOFIX,Rear_Parking_Sensors,Front_Parking_Sensors,Reverse_Camera,Blind_Spot_Monitor,Lane_Departure_Warning,Adaptive_Cruise_Control,Auto_Emergency_Braking,NCAP_Rating,No_of_Seats,Sunroof_Moonroof,Leather_Seats,Ventilated_Seats,Heated_Seats,Climate_Zones,Ambient_Lighting,Wireless_Charging,Infotainment_Screen_inch,Apple_CarPlay,Android_Auto,Connected_Car_Tech,Digital_Instrument_Cluster,Head_Up_Display,Premium_Sound_System,Cruise_Control,Keyless_Entry,Push_Button_Start,Electric_Parking_Brake,Auto_Dimming_IRVM,Tyre_Size,Ground_Clearance_mm,Boot_Space_L,Fuel_Tank_L,Wheelbase_mm,Length_mm,Width_mm,Height_mm,Kerb_Weight_kg,Drive_Type
70,Citroen,C3,Hatchback,2019,7.54,1000,Petrol,CVT,84,119,21.52,163,2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,4,5,No,No,No,No,1,No,Yes,8,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,195/55 R16,176,322,41,2540,3861,1658,1506,884,FWD
71,Datsun,GO,Hatchback,2024,6.77,1000,Diesel,Manual,80,92,19.69,142,2,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,3,5,No,No,No,No,1,No,No,10.25,Yes,Yes,Yes,No,No,JBL,Yes,Yes,Yes,No,Yes,195/55 R16,169,374,36,2536,3781,1713,1497,994,FWD
72,Nissan,Magnite,Hatchback,2021,9.59,800,Petrol Hybrid,Automatic,107,122,16.76,183,4,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,3,5,Yes,Yes,Yes,No,1,Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,No,Yes,195/55 R16,161,297,30,2419,3739,1695,1558,901,FWD
73,Maruti Suzuki,Celerio,Hatchback,2023,5.48,1100,Petrol,Manual,87,137,21,150,4,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,0,5,No,No,No,No,1,No,No,10.25,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,195/55 R16,182,335,36,2406,4064,1752,1558,913,FWD
74,Hyundai,i20,Hatchback,2020,6.55,1200,Petrol,Manual,76,133,17.78,168,4,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,0,5,No,Yes,No,No,1,No,No,7,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,165/65 R14,179,313,31,2457,3762,1632,1480,1064,FWD
75,Hyundai,i20,Hatchback,2019,10.78,1100,Diesel,Manual,96,140,17.94,149,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4,5,Yes,Yes,Yes,No,1,Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Sony,Yes,Yes,Yes,Yes,Yes,185/60 R15,172,326,41,2544,3789,1738,1539,1095,FWD
76,Tata,Altroz,Hatchback,2019,9.87,1100,Petrol,Manual,74,122,23.09,160,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,5,Yes,Yes,No,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,JBL,Yes,Yes,Yes,Yes,Yes,175/65 R15,172,315,33,2406,3740,1703,1534,1001,FWD
77,Datsun,GO,Hatchback,2023,9.88,900,Diesel,Manual,89,100,22.96,162,6,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,5,Yes,Yes,Yes,No,1,Yes,Yes,10.25,Yes,Yes,No,Yes,Yes,Meridian,Yes,Yes,Yes,Yes,No,175/65 R15,171,333,34,2460,4032,1691,1481,908,FWD
78,Honda,Jazz,Hatchback,2022,8.38,1200,Petrol,AMT,66,105,17.72,179,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,4,5,Yes,Yes,Yes,No,1,Yes,No,8,Yes,Yes,Yes,Yes,Yes,Harman Kardon,Yes,Yes,Yes,Yes,Yes,185/60 R15,172,334,35,2585,3982,1653,1528,894,FWD
79,Citroen,C3,Hatchback,2022,12,1300,Petrol,Manual,73,101,20.6,148,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,0,5,Yes,Yes,Yes,No,1,Yes,No,9,Yes,Yes,Yes,Yes,Yes,Burmester,Yes,Yes,Yes,Yes,Yes,165/65 R14,171,283,37,2528,3778,1663,1534,1022,FWD
80,Maruti Suzuki,Swift,Hatchback,2019,4.84,1300,Petrol Hybrid,Manual,89,111,20.58,179,2,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,4,5,No,No,No,No,1,No,No,9,Yes,Yes,No,Yes,No,JBL,Yes,Yes,Yes,No,No,195/55 R16,162,276,29,2392,3848,1718,1560,1064,FWD
81,Honda,Jazz,Hatchback,2021,11.5,1300,Petrol,AMT,95,137,20.12,171,4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,4,5,Yes,Yes,Yes,No,1,Yes,Yes,9,Yes,Yes,Yes,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,185/60 R15,181,270,30,2404,3901,1715,1551,1023,FWD
82,Tata,Altroz,Hatchback,2020,9.02,1100,Petrol,Manual,89,106,18.66,170,6,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,4,5,Yes,Yes,No,No,1,No,Yes,7,Yes,Yes,Yes,Yes,No,Sony,Yes,Yes,Yes,Yes,Yes,195/55 R16,160,374,38,2564,4017,1717,1468,974,FWD
83,Tata,Punch,Hatchback,2024,5.32,800,Petrol,Manual,86,119,17.63,172,4,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,0,5,No,No,No,No,1,No,Yes,8,Yes,Yes,Yes,Yes,No,Bose,No,Yes,Yes,No,No,195/55 R16,165,362,33,2523,4069,1690,1486,912,FWD
84,Maruti Suzuki,Wagon R,Hatchback,2021,11.66,900,Petrol,Manual,84,134,18.77,168,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,5,Yes,Yes,Yes,No,1,Yes,Yes,8,Yes,Yes,Yes,Yes,No,Meridian,Yes,Yes,Yes,No,Yes,175/65 R15,179,313,33,2453,4030,1635,1548,895,FWD
85,Ford,Figo,Hatchback,2024,9.92,800,CNG,Manual,71,121,17.41,142,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4,5,No,Yes,Yes,No,1,Yes,No,9,Yes,Yes,Yes,Yes,Yes,Harman Kardon,Yes,Yes,Yes,Yes,Yes,175/65 R15,160,343,41,2489,3963,1703,1461,1055,FWD
86,Honda,Jazz,Hatchback,2020,8.08,900,Petrol,Manual,79,111,18.14,161,4,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,5,5,No,No,No,No,1,No,Yes,8,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,175/65 R15,179,303,38,2573,4005,1640,1517,1078,FWD
87,Hyundai,i20,Hatchback,2023,5.34,1200,CNG,Manual,82,121,17.32,173,4,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,0,5,No,No,Yes,No,1,No,No,7,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,165/65 R14,164,344,30,2576,3769,1784,1543,1065,FWD
88,Maruti Suzuki,Wagon R,Hatchback,2022,11.02,1100,Petrol,Automatic,98,153,20.31,181,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0,5,Yes,Yes,Yes,No,1,Yes,No,7,Yes,Yes,Yes,Yes,Yes,JBL,Yes,Yes,Yes,Yes,Yes,195/55 R16,174,252,31,2569,3722,1722,1506,969,FWD
89,Maruti Suzuki,Baleno,Hatchback,2020,8.28,1000,Petrol,CVT,91,136,20.62,189,6,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3,5,Yes,Yes,Yes,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Burmester,Yes,Yes,Yes,No,Yes,175/65 R15,180,358,42,2394,3987,1725,1503,1135,FWD
90,Maruti Suzuki,Wagon R,Hatchback,2020,6.41,1000,Diesel,CVT,68,115,16.74,186,2,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,0,5,No,No,No,No,1,No,No,8,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,185/60 R15,164,306,33,2511,3954,1739,1462,1090,FWD
91,Volkswagen,Polo,Hatchback,2021,6.85,800,Diesel,Manual,91,109,18.09,177,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,3,5,No,No,No,No,1,Yes,No,7,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,Yes,No,175/65 R15,157,278,28,2435,3958,1736,1497,880,FWD
92,Maruti Suzuki,Ignis,Hatchback,2019,4.55,1200,Petrol,Manual,83,133,20.29,158,2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,5,5,No,No,No,No,1,No,No,7,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,165/65 R14,177,283,29,2507,3922,1785,1550,1019,FWD
93,Honda,Brio,Hatchback,2019,6.22,1300,CNG,Manual,80,90,16.59,157,2,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,0,5,No,No,No,No,1,No,Yes,7,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,Yes,No,195/55 R16,179,323,28,2542,3839,1735,1512,966,FWD
94,Ford,Figo,Hatchback,2022,7.74,1300,Diesel,Manual,94,154,18.36,155,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,0,5,Yes,Yes,No,No,1,Yes,Yes,7,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,175/65 R15,173,373,30,2555,3894,1663,1467,987,FWD
95,Renault,Kwid,Hatchback,2022,5.59,900,Petrol,Manual,98,141,16.62,156,2,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,4,5,No,No,No,No,1,No,No,8,Yes,Yes,No,Yes,No,Bose,Yes,Yes,Yes,No,No,175/65 R15,165,336,32,2589,3901,1713,1464,1138,FWD
96,Tata,Punch,Hatchback,2023,5.85,1200,Petrol,AMT,97,170,17.68,158,2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,4,5,No,No,No,No,1,No,No,7,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,195/55 R16,185,324,40,2490,3754,1622,1462,982,FWD
97,Honda,Brio,Hatchback,2024,8.39,1200,Diesel,Manual,78,106,19.7,183,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,5,5,Yes,Yes,Yes,No,1,Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Sony,Yes,Yes,Yes,Yes,No,175/65 R15,171,284,36,2420,3869,1763,1504,1086,FWD
98,Maruti Suzuki,Wagon R,Hatchback,2024,5.88,1300,Diesel,Manual,84,135,23.06,168,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,4,5,No,No,No,No,1,No,No,7,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,165/65 R14,176,274,33,2410,3822,1698,1464,943,FWD
99,Tata,Altroz,Hatchback,2023,7.41,1200,Petrol,Manual,91,111,21.08,184,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,5,5,No,No,No,No,1,No,No,8,Yes,Yes,Yes,Yes,No,Bose,Yes,Yes,Yes,No,No,195/55 R16,173,366,36,2510,3757,1766,1464,987,FWD
100,Ford,Figo,Hatchback,2019,10.2,1100,Petrol,CVT,98,114,22.64,188,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,3,5,No,Yes,Yes,No,1,Yes,No,9,Yes,Yes,Yes,Yes,Yes,Mark Levinson,Yes,Yes,Yes,Yes,No,165/65 R14,159,345,42,2395,3841,1787,1466,917,FWD
101,Tata,Altroz,Hatchback,2024,6.92,900,Petrol Hybrid,Automatic,82,118,20.62,157,4,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,4,5,No,No,No,No,1,No,No,7,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,175/65 R15,173,364,40,2467,4049,1632,1455,900,FWD
102,Maruti Suzuki,Swift,Hatchback,2019,11.47,900,Petrol,Manual,85,150,17.62,184,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3,5,Yes,Yes,Yes,No,1,Yes,Yes,8,Yes,Yes,Yes,Yes,Yes,JBL,Yes,Yes,Yes,No,No,195/55 R16,177,273,35,2398,3817,1718,1461,902,FWD
103,Maruti Suzuki,Celerio,Hatchback,2021,11.11,900,Petrol,AMT,75,128,21.13,183,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,5,Yes,Yes,No,No,1,Yes,Yes,8,Yes,Yes,Yes,Yes,Yes,Burmester,Yes,Yes,Yes,Yes,No,165/65 R14,182,317,31,2512,4010,1750,1474,1050,FWD
104,Maruti Suzuki,Baleno,Hatchback,2020,8.21,800,Petrol,Automatic,74,85,23.11,140,4,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,3,5,Yes,No,No,No,1,No,No,10.25,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,175/65 R15,180,279,36,2463,3900,1770,1531,883,FWD
105,Nissan,Magnite,Hatchback,2024,11.65,900,Petrol,Manual,96,134,19.63,178,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,5,Yes,Yes,No,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,No,Burmester,Yes,Yes,Yes,Yes,Yes,165/65 R14,170,282,33,2420,3830,1646,1523,909,FWD
106,Honda,Brio,Hatchback,2019,4.83,800,Petrol,Manual,102,139,17.2,142,4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,0,5,No,Yes,No,No,1,No,No,7,Yes,Yes,No,Yes,No,JBL,No,Yes,Yes,No,No,195/55 R16,179,290,39,2519,4089,1682,1469,853,FWD
107,Maruti Suzuki,Swift,Hatchback,2020,8.56,1300,Electric,AMT,86,151,16.01,182,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,3,5,Yes,Yes,No,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Harman Kardon,Yes,Yes,Yes,Yes,Yes,195/55 R16,177,323,33,2495,3839,1679,1459,953,FWD
108,Tata,Punch,Hatchback,2019,5.67,900,Petrol,Manual,98,116,18.87,189,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,4,5,Yes,No,No,No,1,No,No,8,Yes,Yes,Yes,No,No,JBL,No,Yes,Yes,Yes,No,175/65 R15,158,243,28,2592,4099,1676,1466,951,FWD
109,Hyundai,Grand i10 Nios,Hatchback,2024,9.23,1300,Petrol,Automatic,91,158,16.6,144,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,4,5,Yes,Yes,Yes,No,1,Yes,Yes,8,Yes,Yes,Yes,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,No,Yes,165/65 R14,163,338,30,2487,3802,1784,1552,1119,FWD
110,Ford,Figo,Hatchback,2019,11.92,1300,Petrol,Manual,80,115,23.3,172,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4,5,No,Yes,Yes,No,1,Yes,No,10.25,Yes,Yes,Yes,Yes,No,Harman Kardon,Yes,Yes,Yes,Yes,Yes,185/60 R15,184,247,39,2559,3880,1765,1522,922,FWD
111,Maruti Suzuki,Ignis,Hatchback,2023,6.82,1100,Petrol,Manual,91,138,16.16,170,2,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,3,5,No,No,No,No,1,No,No,7,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,185/60 R15,160,331,31,2550,4001,1664,1498,1007,FWD
112,Tata,Altroz,Hatchback,2020,9.97,1300,CNG,Manual,104,186,23.72,142,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,Yes,Yes,Yes,No,1,Yes,Yes,8,Yes,Yes,Yes,Yes,No,Mark Levinson,Yes,Yes,Yes,Yes,Yes,175/65 R15,183,345,35,2476,3879,1759,1498,901,FWD
113,Tata,Punch,Hatchback,2024,10.19,900,Petrol,Manual,87,147,18.36,160,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,0,5,Yes,Yes,Yes,No,1,Yes,Yes,8,Yes,Yes,No,Yes,Yes,Mark Levinson,Yes,Yes,Yes,Yes,Yes,165/65 R14,156,340,37,2520,3951,1659,1456,1034,FWD
114,Nissan,Magnite,Hatchback,2019,6.71,1300,Diesel,Manual,104,121,17.66,180,4,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,0,5,No,No,No,No,1,No,No,8,Yes,Yes,No,No,No,Bose,No,Yes,Yes,No,No,175/65 R15,172,255,41,2479,3967,1727,1518,1093,FWD
115,Maruti Suzuki,Ignis,Hatchback,2021,5.09,1300,Petrol,Automatic,59,86,20.57,179,2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,0,5,No,No,No,No,1,Yes,No,9,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,195/55 R16,158,346,30,2417,3990,1770,1524,901,FWD
116,Tata,Punch,Hatchback,2019,10.39,1200,CNG,AMT,96,123,21.24,176,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4,5,No,Yes,Yes,No,1,Yes,No,7,Yes,Yes,No,Yes,Yes,Mark Levinson,Yes,Yes,Yes,No,Yes,195/55 R16,174,262,31,2493,3808,1724,1544,1098,FWD
117,Maruti Suzuki,Baleno,Hatchback,2023,10.44,800,Petrol,Manual,88,105,22.81,176,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,0,5,Yes,Yes,Yes,No,1,Yes,No,9,Yes,Yes,Yes,Yes,Yes,Sony,Yes,Yes,Yes,Yes,Yes,175/65 R15,182,294,41,2436,4031,1677,1536,955,FWD
118,Nissan,Magnite,Hatchback,2023,4.65,1300,Petrol,CVT,84,130,20.81,140,2,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,3,5,No,No,No,No,1,No,No,9,Yes,Yes,Yes,Yes,No,Bose,No,Yes,Yes,No,No,185/60 R15,161,278,36,2575,3823,1634,1553,1056,FWD
119,Tata,Altroz,Hatchback,2024,4.69,1100,CNG,Manual,88,122,19.11,142,2,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,3,5,No,No,No,No,1,No,No,7,Yes,Yes,Yes,Yes,No,Bose,No,Yes,Yes,No,No,185/60 R15,169,270,35,2393,4024,1769,1524,886,FWD
120,Volkswagen,Polo,Hatchback,2023,5.4,1300,Petrol,Manual,65,73,22.83,148,2,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,3,5,No,Yes,No,No,1,No,Yes,7,Yes,Yes,Yes,No,No,Bose,No,Yes,Yes,No,Yes,175/65 R15,178,335,28,2462,4087,1755,1474,859,FWD
121,Toyota,Glanza,Hatchback,2020,9.7,1000,Petrol,Manual,85,123,18.45,144,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,5,Yes,No,No,Yes,1,Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Mark Levinson,Yes,Yes,Yes,Yes,Yes,165/65 R14,174,252,38,2407,4034,1625,1456,909,FWD
122,Datsun,GO,Hatchback,2022,5.43,1000,Petrol,Manual,91,144,21.04,159,4,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,0,5,No,No,No,No,1,No,No,8,Yes,Yes,Yes,No,No,Bose,Yes,Yes,Yes,Yes,No,165/65 R14,181,366,30,2403,4099,1750,1459,901,FWD
123,Toyota,Glanza,Hatchback,2022,11.91,1000,Petrol,Manual,103,171,22.99,158,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3,5,No,Yes,No,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Sony,Yes,Yes,Yes,Yes,Yes,175/65 R15,158,346,42,2531,3947,1765,1536,1074,FWD
124,Maruti Suzuki,Alto K10,Hatchback,2022,10.34,1200,Petrol,Automatic,81,136,23.79,148,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4,5,No,Yes,Yes,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Sony,Yes,Yes,Yes,No,Yes,165/65 R14,175,280,36,2597,3940,1746,1471,888,FWD
125,Maruti Suzuki,Celerio,Hatchback,2020,6.98,1000,Petrol,Manual,78,120,19.23,155,2,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,4,5,No,Yes,No,No,1,No,No,10.25,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,195/55 R16,177,333,39,2495,3758,1644,1547,963,FWD
126,Maruti Suzuki,Celerio,Hatchback,2021,10.72,1000,Petrol,Manual,82,96,23.18,171,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,4,5,Yes,Yes,Yes,No,1,Yes,Yes,8,Yes,Yes,No,Yes,No,Burmester,Yes,Yes,Yes,No,Yes,175/65 R15,177,284,39,2588,3765,1646,1499,1014,FWD
127,Nissan,Magnite,Hatchback,2023,11.37,900,Petrol,CVT,97,172,19.62,148,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,4,5,Yes,Yes,Yes,No,1,Yes,Yes,9,Yes,Yes,Yes,Yes,Yes,Burmester,Yes,Yes,Yes,Yes,Yes,185/60 R15,183,348,40,2383,3967,1647,1453,1045,FWD
128,Maruti Suzuki,Baleno,Hatchback,2024,4.92,1000,Petrol Hybrid,Manual,91,118,18,143,4,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,0,5,No,No,No,No,1,No,No,9,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,175/65 R15,184,334,40,2530,3979,1774,1475,949,FWD
129,Datsun,GO,Hatchback,2020,11.88,800,Petrol,Manual,81,118,19.02,167,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,5,5,Yes,Yes,Yes,No,1,Yes,No,7,Yes,Yes,Yes,Yes,Yes,Meridian,Yes,Yes,Yes,Yes,Yes,185/60 R15,165,332,32,2435,4085,1778,1517,1093,FWD
130,Tata,Tiago,Hatchback,2024,7.1,900,CNG,Automatic,93,142,23.67,183,4,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,4,5,No,No,No,No,1,No,Yes,7,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,195/55 R16,175,258,39,2555,3778,1626,1508,1019,FWD
131,Hyundai,i20,Hatchback,2019,4.91,1000,Diesel,Automatic,88,110,18.07,164,4,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,4,5,No,No,No,No,1,No,No,10.25,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,No,185/60 R15,185,276,32,2553,4073,1785,1497,855,FWD
132,Tata,Tiago,Hatchback,2019,4.54,1200,Petrol,Manual,97,112,17.68,187,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,0,5,No,No,No,No,1,No,Yes,7,Yes,Yes,Yes,No,No,Bose,Yes,Yes,Yes,No,No,165/65 R14,183,289,33,2504,3930,1704,1528,1006,FWD
133,Tata,Punch,Hatchback,2023,7.23,1000,CNG,Manual,79,104,22.29,185,4,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,3,5,No,No,No,No,1,No,No,7,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,165/65 R14,172,306,36,2518,3941,1787,1549,926,FWD
134,Maruti Suzuki,Wagon R,Hatchback,2020,11.19,1200,Diesel,Manual,83,118,20.08,165,4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,5,5,Yes,Yes,Yes,No,1,Yes,Yes,8,Yes,Yes,Yes,Yes,No,Bang & Olufsen,Yes,Yes,Yes,No,No,165/65 R14,175,322,29,2560,3966,1782,1556,990,FWD
135,Tata,Punch,Hatchback,2023,8.78,1100,Diesel,Manual,83,129,22.68,173,4,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,4,5,Yes,Yes,Yes,No,1,Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,JBL,Yes,Yes,Yes,Yes,Yes,175/65 R15,175,345,28,2442,3722,1652,1523,932,FWD
136,Honda,Brio,Hatchback,2019,11.18,900,Petrol,Manual,71,87,23.67,178,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0,5,Yes,Yes,No,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Harman Kardon,Yes,Yes,Yes,Yes,No,195/55 R16,181,278,37,2404,3790,1741,1528,869,FWD
137,Hyundai,i20,Hatchback,2022,9.45,1200,Petrol,Manual,90,158,21.43,167,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,4,5,Yes,Yes,No,No,1,Yes,No,10.25,Yes,Yes,Yes,Yes,No,JBL,Yes,Yes,Yes,Yes,Yes,175/65 R15,177,320,34,2472,3754,1659,1504,1149,FWD
138,Renault,Kwid,Hatchback,2023,7.68,1000,Diesel,CVT,90,124,17.63,175,4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,0,5,No,No,No,No,1,No,No,7,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,165/65 R14,157,307,31,2474,3740,1775,1454,1046,FWD
139,Maruti Suzuki,Alto K10,Hatchback,2024,8.41,1300,CNG,Manual,87,142,17.4,171,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,5,Yes,Yes,No,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Mark Levinson,Yes,Yes,Yes,Yes,Yes,185/60 R15,166,310,31,2535,3799,1736,1501,1144,FWD
140,Renault,Kwid,Hatchback,2020,7.55,800,Diesel,Manual,84,112,16.94,172,4,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,5,5,No,No,No,No,1,No,No,8,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,No,165/65 R14,167,327,29,2521,3791,1741,1490,1031,FWD
141,Tata,Punch,Hatchback,2021,5.87,1300,Diesel,CVT,72,104,17.6,187,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,3,5,No,No,Yes,No,1,No,No,9,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,No,195/55 R16,170,378,28,2508,3877,1720,1560,939,FWD
142,Tata,Tiago,Hatchback,2024,8.39,1000,Diesel,Manual,82,102,20.65,160,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5,5,Yes,Yes,Yes,No,1,Yes,Yes,8,Yes,Yes,Yes,Yes,Yes,Sony,No,Yes,Yes,Yes,No,175/65 R15,168,367,30,2597,4022,1752,1518,1011,FWD
